,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature,max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
84076,A19950818_2100_0000000000000000044b,8/18/1995 21:00,10001711,21,WEST TENNESSEE STATE PENITENTIARY,1995,100290.99,0.0205163,36.08,112.2571311,52.66210542,Danger,8/18/1995,95.87239596804348
83772,A19950817_1800_00000000000000000130,8/17/1995 18:00,10001713,18,BLEDSOE COUNTY CORRECTIONAL COMPLEX,1995,95483.36,0.0195729,32.2,99.31517861,59.52379132,Extreme Caution,8/17/1995,84.59714415478261
84002,A19950818_2100_0000000000000000013e,8/18/1995 21:00,10001716,21,HARDEMAN COUNTY CORRECTIONAL FACILITY,1995,99642.67,0.0202275,35.5,109.9799536,53.29835894,Danger,8/18/1995,94.05361521326087
84078,A19950818_2100_00000000000000000457,8/18/1995 21:00,10001717,21,WHITEVILLE CORRECTIONAL FACILITY,1995,99642.67,0.0202275,35.5,109.9799536,53.29835894,Danger,8/18/1995,94.05361521326087
83976,A19950818_2100_000000000000000003eb,8/18/1995 21:00,10001718,21,FCI MEMPHIS,1995,100173.87,0.0198403,36.25,111.2065944,50.47895571,Danger,8/18/1995,95.64917697815217
84029,A19950818_2100_00000000000000000441,8/18/1995 21:00,10001720,21,MARK H LUTTRELL TRANSITION CENTER,1995,100173.87,0.0198403,36.25,111.2065944,50.47895571,Danger,8/18/1995,95.64917697815217
80508,A19950727_2100_0000000000000000048d,7/27/1995 21:00,10001966,21,BATEN ISF,1995,90168.04,0.0092256,39.71,101.1276708,17.98573932,Extreme Caution,7/27/1995,88.94295189
80609,A19950727_2100_000000000000000005e2,7/27/1995 21:00,10001967,21,NEAL PRISON,1995,89057.64,0.0067928,40.59,100.6063837,12.55701197,Extreme Caution,7/27/1995,89.37006101456522
80685,A19950728_2100_0000000000000000045e,7/28/1995 21:00,10001969,21,BRIDGEPORT CORRECTIONAL CENTER,1995,98185.46,0.0109308,43.13,110.7945394,19.27826902,Danger,7/28/1995,97.6519007975
80727,A19950728_2100_00000000000000000528,7/28/1995 21:00,10001972,21,FMC CARSWELL CAMP,1995,98911.86,0.0124076,42.0,110.8093073,23.30523312,Danger,7/28/1995,98.35902768130435
79942,A19950723_2100_00000000000000000296,7/23/1995 21:00,10001974,21,FCI BIG SPRING CAMP,1995,92229.53,0.0113035,40.05,104.1805572,22.01759888,Danger,7/23/1995,93.53921770423914
79941,A19950723_2100_00000000000000000298,7/23/1995 21:00,10001975,21,FCI BIG SPRING,1995,92229.53,0.0113035,40.05,104.1805572,22.01759888,Danger,7/23/1995,93.53921770423914
80684,A19950728_2100_000000000000000004f6,7/28/1995 21:00,10001977,21,BRADSHAW STATE JAIL,1995,99795.7,0.016512,37.83,108.4471958,38.7121822,Danger,7/28/1995,97.45328948217391
80680,A19950728_2100_0000000000000000045c,7/28/1995 21:00,10001978,21,BETO PRISON,1995,100173.94,0.0146304,39.9,110.0469796,30.94121076,Danger,7/28/1995,98.80498102836955
80917,A19950729_2100_000000000000000001e8,7/29/1995 21:00,10001981,21,CI EDEN,1995,94064.45,0.0105034,40.23003906,103.8806121,20.70841345,Danger,7/29/1995,93.0105725754348
80371,A19950726_2100_00000000000000000463,7/26/1995 21:00,10001984,21,BYRD DIAGNOSTIC INTAKE FACILITY,1995,100069.71,0.0170636,37.15,107.9464277,41.57053597,Danger,7/26/1995,97.2871487723913
80715,A19950728_2100_0000000000000000031a,7/28/1995 21:00,10001989,21,FCI BEAUMONT MEDIUM,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80798,A19950728_2100_0000000000000000051f,7/28/1995 21:00,10001990,21,USP BEAUMONT,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80646,A19950727_2100_00000000000000000062,7/27/1995 21:00,10002713,21,WHEELER STATE JAIL,1995,89666.92,0.006328,42.11,102.8048273,10.87976504,Extreme Caution,7/27/1995,90.43539390510868
80561,A19950727_2100_00000000000000000474,7/27/1995 21:00,10002714,21,FORMBY STATE JAIL,1995,89666.92,0.006328,42.11,102.8048273,10.87976504,Extreme Caution,7/27/1995,90.43539390510868
80905,A19950729_1800_0000000000000000045b,7/29/1995 18:00,10002716,18,ALLRED PRISON,1995,97908.74,0.0183138,37.52,110.3429398,42.64838881,Danger,7/29/1995,97.56537543043478
80690,A19950728_2100_000000000000000005de,7/28/1995 21:00,10002725,21,CHOICE MOORE TRANSFER FACILITY,1995,99080.82,0.0154204,39.92,111.128199,32.15776772,Danger,7/28/1995,97.59364718369565
80698,A19950728_2100_00000000000000000466,7/28/1995 21:00,10002726,21,COLE STATE JAIL,1995,99080.82,0.0154204,39.92,111.128199,32.15776772,Danger,7/28/1995,97.59364718369565
80606,A19950727_2100_000000000000000005dd,7/27/1995 21:00,10002729,21,MONTFORD UNIT - PSYCHIATRIC FACILITY,1995,90222.44,0.0067992,42.05,103.1478398,11.78532514,Danger,7/27/1995,91.60238515543479
80793,A19950728_2100_000000000000000005f3,7/28/1995 21:00,10002731,21,TELFORD PRISON,1995,100118.9,0.0182636,37.9,111.9451359,42.6079459,Danger,7/28/1995,98.13157490076087
80748,A19950728_2100_00000000000000000488,7/28/1995 21:00,10002755,21,HUTCHINS STATE JAIL,1995,99694.58,0.013842,41.1,111.2968122,27.38353973,Danger,7/28/1995,99.22028579521739
80629,A19950727_2100_000000000000000005ef,7/27/1995 21:00,10002758,21,SMITH PRISON,1995,91030.12,0.0073388,40.89,101.688444,13.62821721,Extreme Caution,7/27/1995,92.16285903097827
80912,A19950729_1800_0000000000000000051e,7/29/1995 18:00,10002759,18,SAYLE SAFPF,1995,96870.66,0.0144494,39.55,108.1777422,30.1237727,Danger,7/29/1995,96.2245237078261
80707,A19950728_2100_0000000000000000046f,7/28/1995 21:00,10002784,21,EAST TEXAS TREATMENT FACILITY,1995,99795.7,0.016512,37.83,108.4471958,38.7121822,Danger,7/28/1995,97.45328948217391
80430,A19950726_2100_00000000000000000483,7/26/1995 21:00,10002791,21,HODGE UNIT,1995,99626.19,0.0177324,36.69,107.9484538,44.02984588,Danger,7/26/1995,97.16231546652175
80475,A19950726_2100_000000000000000005ee,7/26/1995 21:00,10002792,21,SKYVIEW PSYCHIATRIC FACILITY,1995,99626.19,0.0177324,36.69,107.9484538,44.02984588,Danger,7/26/1995,97.16231546652175
79967,A19950723_2100_0000000000000000047f,7/23/1995 21:00,10002799,21,HAVINS PRE-RELEASE FACILITY,1995,96141.85,0.0130251,39.99,106.9031773,26.41702299,Danger,7/23/1995,95.67940030195652
80547,A19950727_2100_000000000000000001c6,7/27/1995 21:00,10002800,21,FCI LA TUNA CAMP,1995,87043.56,0.0049244,40.03,98.40166395,9.211199656,Extreme Caution,7/27/1995,90.04466587119566
80564,A19950727_2100_000000000000000001c7,7/27/1995 21:00,10002801,21,FSL LA TUNA (EL PASO),1995,87802.6,0.0050024,40.54,99.26687482,9.183442437,Extreme Caution,7/27/1995,90.79460052054347
80624,A19950727_2100_000000000000000005eb,7/27/1995 21:00,10002802,21,SANCHEZ STATE JAIL,1995,87802.6,0.0050024,40.54,99.26687482,9.183442437,Extreme Caution,7/27/1995,90.79460052054347
80742,A19950728_2100_0000000000000000010a,7/28/1995 21:00,10002817,21,HILLTOP UNIT,1995,98171.38,0.0117896,41.22,108.1442349,22.93973845,Danger,7/28/1995,96.63285368380436
80391,A19950726_2100_00000000000000000470,7/26/1995 21:00,10002822,21,EASTHAM PRISON AND TRUSTY CAMP,1995,100662.99,0.0169316,37.95,109.7438591,39.73927975,Danger,7/26/1995,99.08661705065217
80743,A19950728_2100_00000000000000000482,7/28/1995 21:00,10002827,21,HOBBY PRISON,1995,99922.42,0.0116916,42.88,111.7282481,21.22037135,Danger,7/28/1995,99.61566457652174
80765,A19950728_2100_00000000000000000494,7/28/1995 21:00,10002828,21,MARLIN UNIT,1995,99922.42,0.0116916,42.88,111.7282481,21.22037135,Danger,7/28/1995,99.61566457652174
80738,A19950728_2100_0000000000000000047d,7/28/1995 21:00,10002835,21,HALBERT UNIT,1995,97056.5,0.0105808,41.25,106.4141447,20.38389634,Danger,7/28/1995,95.72741620619566
80462,A19950726_2100_000000000000000005e4,7/26/1995 21:00,10002838,21,PACK PRISON AND TRUSTY CAMP,1995,100530.51,0.0153284,39.2,109.7370411,33.7184315,Danger,7/26/1995,98.72878618315217
80795,A19950728_2100_0000000000000000008b,7/28/1995 21:00,10002843,21,TRAVIS COUNTY UNIT,1995,99114.74,0.0111484,41.83,108.6546944,21.23960723,Danger,7/28/1995,98.62212870923913
80205,A19950725_1800_000000000000000005e5,7/25/1995 18:00,10002844,18,PLANE STATE JAIL,1995,101302.59,0.0210903,33.52,107.6954768,62.93888928,Danger,7/25/1995,97.88682818065217
80195,A19950725_1800_00000000000000000480,7/25/1995 18:00,10002845,18,HENLEY STATE JAIL,1995,101302.59,0.0210903,33.52,107.6954768,62.93888928,Danger,7/25/1995,97.88682818065217
80019,A19950723_2100_000000000000000000fe,7/23/1995 21:00,10002851,21,VAL VERDE CORRECTIONAL FACILITY,1995,97415.45,0.0122227,42.34,110.9489924,22.21976473,Danger,7/23/1995,101.26456467695652
80733,A19950728_2100_00000000000000000478,7/28/1995 21:00,10002857,21,GIST STATE JAIL,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80758,A19950728_2100_0000000000000000048f,7/28/1995 21:00,10002858,21,LEBLANC PRE-RELEASE FACILITY,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80714,A19950728_2100_000000000000000001c9,7/28/1995 21:00,10002860,21,FCI BEAUMONT LOW,1995,101363.7,0.019518,34.82,107.6462781,54.41931005,Danger,7/28/1995,97.6926341402174
80203,A19950725_1800_00000000000000000492,7/25/1995 18:00,10002862,18,LYCHNER STATE JAIL,1995,101357.63,0.0207431,33.97,108.1077175,60.44930278,Danger,7/25/1995,98.10987516195651
80199,A19950725_1800_00000000000000000603,7/25/1995 18:00,10002869,18,KEGANS STATE JAIL,1995,101351.23,0.0207499,34.09,108.4139702,60.06077339,Danger,7/25/1995,98.15408416489132
80193,A19950725_1800_000000000000000001c8,7/25/1995 18:00,10002872,18,FDC HOUSTON,1995,101351.23,0.0207499,34.09,108.4139702,60.06077339,Danger,7/25/1995,98.15408416489132
80291,A19950725_2100_00000000000000000491,7/25/1995 21:00,10002876,21,LOCKHART CORRECTIONAL FACILITY,1995,99340.17,0.0135431,40.57003906,109.5841716,27.48042036,Danger,7/25/1995,98.99127559152176
80196,A19950725_1800_000000000000000004fc,7/25/1995 18:00,10002884,18,JESTER I UNIT,1995,101213.63,0.0195943,35.41,109.142862,52.7880321,Danger,7/25/1995,98.49620128326087
80217,A19950725_1800_00000000000000000105,7/25/1995 18:00,10002885,18,VANCE UNIT,1995,101282.11,0.0200207,34.85,108.7079451,55.6138631,Danger,7/25/1995,98.2430412251087
80198,A19950725_1800_0000000000000000048a,7/25/1995 18:00,10002886,18,JESTER IV (PSYCHIATRIC FACILITY),1995,101282.11,0.0200207,34.85,108.7079451,55.6138631,Danger,7/25/1995,98.2430412251087
72756,A19950607_2100_0000000000000000046d,6/7/1995 21:00,10002893,21,DOMINGUEZ STATE PRISON,1995,98167.69,0.0172735,37.33,108.1231026,40.85743133,Danger,6/7/1995,99.35574844880435
84533,A19950821_2100_000000000000000000b5,8/21/1995 21:00,10002897,21,YOUNG MEDICAL FACILITY COMPLEX,1995,101461.29,0.0203339,32.58,103.8725284,64.19347989,Danger,8/21/1995,95.44325984902173
80321,A19950725_2100_000000000000000005f0,7/25/1995 21:00,10002900,21,STEVENSON PRISON,1995,100326.41,0.0154127,39.45003906,110.3926319,33.37649378,Danger,7/25/1995,99.75953310858696
80288,A19950725_2100_000000000000000000fd,7/25/1995 21:00,10002904,21,KARNES COUNTY CORRECTIONAL CENTER,1995,99944.33,0.0144787,40.14003906,110.2752773,30.17214958,Danger,7/25/1995,100.38067844358694
80238,A19950725_2100_00000000000000000467,7/25/1995 21:00,10002905,21,CONNALLY PRISON,1995,100005.77,0.0146931,39.91003906,110.1309242,31.00010505,Danger,7/25/1995,100.18243385445652
80260,A19950725_2100_000000000000000001cc,7/25/1995 21:00,10002913,21,FCI THREE RIVERS,1995,100353.93,0.0142735,40.62003906,111.1040415,29.12666694,Danger,7/25/1995,101.72175214304347
80261,A19950725_2100_000000000000000001cd,7/25/1995 21:00,10002914,21,FCI THREE RIVERS CAMP,1995,100353.93,0.0142735,40.62003906,111.1040415,29.12666694,Danger,7/25/1995,101.72175214304347
80271,A19950725_2100_00000000000000000477,7/25/1995 21:00,10002916,21,GARZA WEST TRANSFER FACILITY,1995,100391.69,0.0154383,39.04003906,109.5242052,34.19700056,Danger,7/25/1995,100.1533722278261
80270,A19950725_2100_00000000000000000476,7/25/1995 21:00,10002917,21,GARZA EAST TRANSFER FACILITY,1995,100391.69,0.0154383,39.04003906,109.5242052,34.19700056,Danger,7/25/1995,100.1533722278261
72753,A19950607_2100_00000000000000000468,6/7/1995 21:00,10002920,21,COTULLA TRANSFER FACILITY,1995,98714.89,0.0159935,39.86,111.8697025,33.2887683,Danger,6/7/1995,101.29581721554348
72621,A19950606_2100_00000000000000000479,6/6/1995 21:00,10002928,21,GLOSSBRENNER PRISON-SAFPF,1995,99034.17,0.018063,36.8,108.6052152,44.28015984,Danger,6/6/1995,99.58460297717393
72675,A19950606_2100_000000000000000005ed,6/6/1995 21:00,10002940,21,SEGOVIA PRE-RELEASE FACILITY,1995,100026.81,0.0177442,37.67,110.384988,41.9322757,Danger,6/6/1995,100.96591760869565
72649,A19950606_2100_0000000000000000000e,6/6/1995 21:00,10002941,21,LOPEZ STATE JAIL,1995,100026.81,0.0177442,37.67,110.384988,41.9322757,Danger,6/6/1995,100.96591760869565
83383,A19950814_1900_0000000000000000043c,8/14/1995 19:00,10003492,19,NORTHEAST CORRECTIONAL COMPLEX-MAIN,1995,91836.86,0.0188501,29.6,91.13717951,64.07283502,Extreme Caution,8/14/1995,77.52860028260869
84040,A19950818_2100_00000000000000000447,8/18/1995 21:00,10003496,21,NORTHWEST CORRECTIONAL COMPLEX,1995,100279.47,0.0210663,36.21,113.7422233,53.60976797,Danger,8/18/1995,95.87241651554348
83781,A19950817_1800_0000000000000000043b,8/17/1995 18:00,10003507,18,MORGAN COUNTY CORRECTIONAL COMPLEX,1995,96839.52,0.0195289,33.73,103.3212654,55.27409622,Danger,8/17/1995,87.43398926315217
84057,A19950818_2100_0000000000000000044f,8/18/1995 21:00,10003538,21,SOUTH CENTRAL CORRECTIONAL CENTER,1995,99054.51,0.0197615,35.23,108.1588759,52.60201966,Danger,8/18/1995,92.33759952423912
84075,A19950818_2100_000000000000000002ce,8/18/1995 21:00,10003539,21,WEST TENNESSEE DETENTION FACILITY,1995,100115.63,0.0201815,36.03,111.3588427,51.89754226,Danger,8/18/1995,95.38044924347827
83977,A19950818_2100_000000000000000003ea,8/18/1995 21:00,10003542,21,FCI MEMPHIS CAMP,1995,100236.59,0.0198851,36.29,111.4204568,50.50793977,Danger,8/18/1995,95.77074764554347
80720,A19950728_2100_00000000000000000505,7/28/1995 21:00,10005113,21,FCI TEXARKANA,1995,100211.7,0.0179552,38.07,111.784151,41.57438354,Danger,7/28/1995,98.25351521826087
80721,A19950728_2100_000000000000000002ba,7/28/1995 21:00,10005114,21,FCI TEXARKANA CAMP,1995,100211.7,0.0179552,38.07,111.784151,41.57438354,Danger,7/28/1995,98.25351521826087
84623,A19950822_0000_00000000000000000485,8/22/1995 0:00,10005130,0,TX DEPARTMENT OF CRIMINAL JUSTICE - HOSPITAL GALVESTON,1995,101369.43,0.0219308,30.65,101.6918551,76.88014475,Extreme Caution,8/22/1995,93.24789062043479
80251,A19950725_2100_000000000000000002cd,7/25/1995 21:00,10006238,21,FCI BASTROP CAMP,1995,99550.73,0.0134995,40.67003906,109.7802143,27.30726332,Danger,7/25/1995,99.05841859782609
80719,A19950728_2100_000000000000000002a4,7/28/1995 21:00,10006298,21,FCI SEAGOVILLE CAMP,1995,99729.14,0.0140904,40.9,111.270116,28.16468319,Danger,7/28/1995,99.21174982195653
80228,A19950725_2100_000000000000000004fe,7/25/1995 21:00,10006300,21,CHASE FIELD WILDERNESS UNIT,1995,100592.65,0.0154823,39.11003906,109.8136755,34.23011837,Danger,7/25/1995,100.51942181097826
83912,A19950817_2100_00000000000000000456,8/17/1995 21:00,10006664,21,TROUSDALE TURNER CORRECTIONAL CENTER,1995,99096.16,0.0213577,33.64,107.5272835,61.89031023,Danger,8/17/1995,92.25207402423914
89310,A19960621_2100_00000000000000000469,6/21/1996 21:00,10000151,21,DALHART PRISON,1996,87530.62,0.0076595,38.8,98.00568324,15.28341698,Extreme Caution,6/21/1996,89.07413670880433
89189,A19960620_2100_0000000000000000048c,6/20/1996 21:00,10000152,21,JORDAN PRISON,1996,90017.56,0.0115312,37.73,99.41670893,24.8278355,Extreme Caution,6/20/1996,89.429123645
89151,A19960620_2100_00000000000000000465,6/20/1996 21:00,10000154,21,CLEMENTS PRISON,1996,88816.92,0.007266,39.45,98.96255823,14.22002431,Extreme Caution,6/20/1996,89.23136510391305
89221,A19960620_2100_000000000000000000b1,6/20/1996 21:00,10000155,21,TULIA TRANSFER FACILITY,1996,89036.44,0.0070992,39.51,98.96302064,13.88907826,Extreme Caution,6/20/1996,89.51077099347826
89208,A19960620_2100_000000000000000005e8,6/20/1996 21:00,10000156,21,ROACH UNIT,1996,94298.52,0.011318,40.53,105.4783515,21.96959134,Danger,6/20/1996,95.65665753673912
89192,A19960620_2100_00000000000000000159,6/20/1996 21:00,10000157,21,LINDSEY STATE JAIL,1996,96778.52,0.012402,40.68,107.62176,24.44324559,Danger,6/20/1996,96.9716616047826
89148,A19960620_2100_0000000000000000025f,6/20/1996 21:00,10000159,21,CI GILES W DALBY,1996,92287.0,0.0082756,41.46,103.6651353,15.08001984,Danger,6/20/1996,93.9867102996739
89210,A19960620_2100_00000000000000000153,6/20/1996 21:00,10000160,21,RUDD TRANSFER FACILITY,1996,89591.96,0.006238,40.41,99.92771748,11.72907389,Extreme Caution,6/20/1996,90.74178944152173
92000,A19960708_2100_0000000000000000048b,7/8/1996 21:00,10000161,21,JOHNSTON SAFPF,1996,98915.93,0.0153724,38.58,107.9768243,34.39883799,Danger,7/8/1996,96.71266660717392
91981,A19960708_2100_000000000000000002d3,7/8/1996 21:00,10000163,21,FMC FORT WORTH,1996,98268.89,0.0121588,41.28,108.8114822,23.58439363,Danger,7/8/1996,98.89972614173914
91802,A19960707_2100_0000000000000000018d,7/7/1996 21:00,10000165,21,FMC CARSWELL,1996,98479.79,0.0104946,42.46,108.9077014,19.24944975,Danger,7/7/1996,98.9669754970652
91973,A19960708_2100_00000000000000000300,7/8/1996 21:00,10000172,21,FCI SEAGOVILLE,1996,99153.37,0.0132808,41.2,110.5006319,26.02923155,Danger,7/8/1996,99.20628714184784
89043,A19960619_2100_0000000000000000046a,6/19/1996 21:00,10000174,21,PRICE DANIEL UNIT,1996,92411.48,0.0090662,40.74,103.1389397,17.15252457,Danger,6/19/1996,93.53863878858697
96387,A19960805_2100_000000000000000005e9,8/5/1996 21:00,10000175,21,ROBERTSON PRISON,1996,95192.72,0.0124038,39.67,105.2125351,25.37872409,Danger,8/5/1996,95.91586457793478
96373,A19960805_2100_00000000000000000496,8/5/1996 21:00,10000176,21,MIDDLETON TRANSFER FACILITY,1996,94761.36,0.0123158,39.25,104.1430806,25.66210227,Danger,8/5/1996,94.71416184521739
91964,A19960708_2100_000000000000000005f2,7/8/1996 21:00,10000178,21,ESTES PRISON,1996,98312.41,0.0126004,41.3,109.5069363,24.39865654,Danger,7/8/1996,98.42891816076087
89067,A19960619_2100_00000000000000000155,6/19/1996 21:00,10000180,21,WALLACE UNIT,1996,93095.64,0.009209,41.26,104.3370099,17.06751225,Danger,6/19/1996,95.00390332402173
88945,A19960619_2100_000000000000000000ba,6/19/1996 21:00,10000182,21,CI BIG SPRING,1996,92027.48,0.0082326,41.07,102.8941126,15.27355723,Extreme Caution,6/19/1996,93.94777630804347
91945,A19960708_2100_000000000000000002e1,7/8/1996 21:00,10000183,21,BILLY MOORE CORRECTIONAL CENTER,1996,99361.37,0.0164092,37.52,107.4302988,38.96469219,Danger,7/8/1996,97.3021508375
91814,A19960707_2100_0000000000000000047c,7/7/1996 21:00,10000184,21,GURNEY TRANSFER FACILITY,1996,99740.59,0.012733,40.75,108.8157744,25.74604529,Danger,7/7/1996,99.09868656663043
91855,A19960707_2100_000000000000000005e6,7/7/1996 21:00,10000185,21,POWLEDGE PRISON,1996,100001.07,0.0128906,40.77,109.1500414,26.0946196,Danger,7/7/1996,99.6563816302174
91845,A19960707_2100_0000000000000000000f,7/7/1996 21:00,10000186,21,MICHAEL STATE PRISON,1996,99975.47,0.0123722,41.37,109.6371246,24.2858673,Danger,7/7/1996,99.87033512684783
91771,A19960707_2100_0000000000000000000d,7/7/1996 21:00,10000187,21,COFFIELD UNIT,1996,99975.47,0.0123722,41.37,109.6371246,24.2858673,Danger,7/7/1996,99.87033512684783
91756,A19960707_2100_0000000000000000045d,7/7/1996 21:00,10000190,21,BOYD CORRECTIONAL UNIT,1996,99309.23,0.0119418,41.19,108.4990329,23.53355121,Danger,7/7/1996,98.86328677086956
89324,A19960621_2100_00000000000000000294,6/21/1996 21:00,10000191,21,FCI LA TUNA,1996,86738.94,0.0053915,39.43,97.68423527,10.36543843,Extreme Caution,6/21/1996,90.59356958358696
89302,A19960621_2100_00000000000000000179,6/21/1996 21:00,10000192,21,CI REEVES COUNTY I & II,1996,91608.7,0.0066875,42.87,104.4968568,11.27661746,Danger,6/21/1996,96.58007616989131
89303,A19960621_2100_000000000000000003b7,6/21/1996 21:00,10000193,21,CI REEVES COUNTY III,1996,91608.7,0.0066875,42.87,104.4968568,11.27661746,Danger,6/21/1996,96.58007616989131
89203,A19960620_2100_000000000000000005df,6/20/1996 21:00,10000194,21,MOUNTAIN VIEW PRISON,1996,97812.12,0.0129868,39.62,106.3811562,27.33575193,Danger,6/20/1996,97.75008143869566
89231,A19960620_2100_0000000000000000014f,6/20/1996 21:00,10000195,21,WOODMAN STATE JAIL,1996,97812.12,0.0129868,39.62,106.3811562,27.33575193,Danger,6/20/1996,97.75008143869566
89187,A19960620_2100_00000000000000000486,6/20/1996 21:00,10000196,21,HUGHES PRISON,1996,97812.12,0.0129868,39.62,106.3811562,27.33575193,Danger,6/20/1996,97.75008143869566
