FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"2256","10006588",NORTH DAKOTA STATE HOSPITAL - TOMPKINS REHABILITATION AND CORRECTIONS CENTER,2605 CIRCLE DRIVE,JAMESTOWN,ND,"58401","-999",(701) 253-3755,STATE,OPEN,"102",STUTSMAN,"38093",USA,MINIMUM,-98.688202,46.882106,0.010000000000000,0.080000000000000,2630.000000000000000,"0","0","0",0.000000000000000,"0","1",4.738461586145254,"0",4.800000190734860,
"2265","10002658",WOMEN'S STATE PRISON - UNIT E,3200 E STATE HWY 34,PIERRE,SD,"57501","-999",(605) 773-6636,STATE,OPEN,"94",HUGHES,"46065",USA,MINIMUM,-100.303734,44.358835,0.490000000000000,0.000000000000000,5537.000000000000000,"0","0","0",0.000000000000000,"0","1",4.451282109969702,"0",4.900000095367430,
"2271","10001575",VIRGINIA CORRECTIONAL CENTER FOR WOMEN,2841 RIVER RD,GOOCHLAND,VA,"23063","-999",(804) 556-7500,STATE,OPEN,"555",GOOCHLAND,"51075",USA,MEDIUM,-77.891222,37.674209,0.440000000000000,0.210000000000000,969.000000000000000,"0","0","0",0.000000000000000,"0","0",6.374999940395356,"0",6.149999856948850,
"2272","10003255",COLD SPRINGS CORRECTIONAL UNIT #10,221 SPITLER CIRCLE,GREENVILLE,VA,"24440","-999",(540) 337-1818,STATE,OPEN,"109",AUGUSTA,"51015",USA,MINIMUM,-79.151359,37.992397,0.830000000000000,0.090000000000000,5260.000000000000000,"0","0","1",1.000000000000000,"0","0",6.125966866372040,"0",6.400000095367430,
"2273","10002377",CAROLINE CORRECTIONAL UNIT #2,31285 CAMP RD,HANOVER,VA,"23069","-999",(804) 994-2161,STATE,OPEN,"135",CAROLINE,"51033",USA,MINIMUM,-77.330436,37.833048,0.630000000000000,0.230000000000000,3352.000000000000000,"0","0","2",2.000000000000000,"0","0",6.157792212127092,"0",6.300000190734860,
"2275","10001585",FCI PETERSBURG LOW CAMP,1100 RIVER RD,HOPEWELL,VA,"23860","-999",(804) 733-7881,FEDERAL,OPEN,"288",PRINCE GEORGE,"51149",USA,MINIMUM,-77.350382,37.298893,0.880000000000000,0.280000000000000,4524.000000000000000,"0","0","2",2.000000000000000,"0","0",7.349999944369000,"0",7.266666571299240,
"2277","10003626",MONTANA WOMEN'S PRISON,701 S 27TH ST,BILLINGS,MT,"59101","-999",(406) 247-5100,STATE,OPEN,"208",YELLOWSTONE,"30111",USA,MAXIMUM,-108.495474,45.775051,0.570000000000000,0.170000000000000,3453.000000000000000,"0","0","5",4.000000000000000,"0","1",4.614285605294364,"0",4.599999904632570,
"2285","10006184",CONNECTIONS CORRECTIONS - BUTTE,111 WEST BROADWAY,BUTTE,MT,"59701","-999",(406) 782-6626,STATE,OPEN,"52",SILVER BOW,"30093",USA,MINIMUM,-112.538003,46.013776,0.870000000000000,0.020000000000000,5114.000000000000000,"0","0","9",5.000000000000000,"0","1",3.974999964237213,"0",3.900000095367430,
"2290","10000461",ORLANDO COMMUNITY RELEASE CENTER,7300 LAUREL HILL DRIVE,ORLANDO,FL,"32818","5278",(407) 578-3510,STATE,OPEN,"82",ORANGE,"12095",USA,MINIMUM,-81.480745,28.569208,0.660000000000000,0.260000000000000,8118.000000000000000,"0","0","1",1.000000000000000,"0","0",7.950000047683716,"0",7.950000047683720,
"2295","10001584",FCI PETERSBURG LOW,1100 RIVER RD,HOPEWELL,VA,"23860","-999",(804) 733-7881,FEDERAL,OPEN,"892",PRINCE GEORGE,"51149",USA,MINIMUM,-77.346950,37.299702,0.880000000000000,0.280000000000000,4524.000000000000000,"0","0","2",2.000000000000000,"0","0",7.349999944369000,"0",7.199999809265140,
"2296","10003329",USP LEE,LEE COUNTY INDUSTRIAL PARK & HICKORY FLATS RD,PENNINGTON GAP,VA,"24277","-999",(276) 546-0150,FEDERAL,OPEN,"1316",LEE,"51105",USA,MAXIMUM,-83.002265,36.702458,0.830000000000000,0.210000000000000,5346.000000000000000,"0","0","4",4.000000000000000,"0","1",6.892000055313110,"0",6.950000047683720,
"2299","10006573",NEXUS TREATMENT CENTER,111 SKYLINE DRIVE,LEWISTOWN,MT,"59457","-999",(406) 535-6660,STATE,OPEN,"82",FERGUS,"30027",USA,NOT AVAILABLE,-109.454331,47.047618,0.860000000000000,0.020000000000000,4888.000000000000000,"0","0","0",0.000000000000000,"0","1",4.444745097268695,"0",4.000000000000000,
"2300","10003330",USP LEE CAMP,LEE COUNTY INDUSTRIAL PARK & HICKORY FLATS RD,PENNINGTON GAP,VA,"24277","-999",(276) 546-0150,FEDERAL,OPEN,"76",LEE,"51105",USA,MINIMUM,-82.994980,36.705993,0.830000000000000,0.210000000000000,5346.000000000000000,"0","0","4",4.000000000000000,"0","1",6.892000055313110,"0",7.000000000000000,
"2301","10001573",AUGUSTA CORRECTIONAL CENTER,1821 ESTALINE VALLEY RD,CRAIGSVILLE,VA,"24430","-999",(540) 997-7000,STATE,OPEN,"1342",AUGUSTA,"51015",USA,CLOSE,-79.367936,38.061639,0.920000000000000,0.060000000000000,4914.000000000000000,"1","0","4",4.000000000000000,"1","0",6.002721103681188,"0",6.299999952316280,
"2302","10001572",COFFEEWOOD CORRECTIONAL CENTER,12352 COFFEEWOOD DR,MITCHELLS,VA,"22729","-999",(540) 829-6483,STATE,OPEN,"1007",CULPEPER,"51047",USA,MEDIUM,-78.017631,38.363779,0.540000000000000,0.140000000000000,6170.000000000000000,"0","0","0",0.000000000000000,"0","0",6.166197158920934,"0",6.049999952316280,
"2303","10001579",DEEP MEADOW CORRECTIONAL CENTER,3500 WOODS WAY,STATE FARM,VA,"23160","-999",(804) 598-5503,STATE,OPEN,"702",POWHATAN,"51145",USA,MEDIUM,-77.850683,37.621543,0.380000000000000,0.200000000000000,2933.000000000000000,"0","0","0",0.000000000000000,"0","0",6.240000002724784,"0",6.299999952316280,
"2304","10003310",GREEN ROCK CORRECTIONAL CENTER,475 GREEN ROCK LANE,CHATHAM,VA,"24531","-999",(434) 797-2000,STATE,OPEN,"1030",PITTSYLVANIA,"51143",USA,CLOSE,-79.421906,36.799947,0.870000000000000,0.260000000000000,5339.000000000000000,"0","0","0",0.000000000000000,"0","0",6.048823516509112,"0",6.099999904632570,
"2305","10001603",GREENSVILLE WORK CENTER,901 CORRECTIONS WAY,JARRATT,VA,"23870","9614",(434) 535-7000,STATE,OPEN,"210",GREENSVILLE,"51081",USA,MINIMUM,-77.486686,36.794466,0.900000000000000,0.180000000000000,4278.000000000000000,"1","0","3",2.000000000000000,"1","0",6.154397364936356,"0",6.199999809265140,
"2309","10003263",HAYNESVILLE CORRECTIONAL UNIT #17,CAMP SEVENTEEN RD,HAYNESVILLE,VA,"22472","-999",(804) 333-3577,STATE,OPEN,"111",RICHMOND,"51159",USA,MINIMUM,-76.673764,37.956137,0.840000000000000,0.090000000000000,3300.000000000000000,"0","0","0",0.000000000000000,"0","0",5.764429527641144,"0",6.099999904632570,
"2310","10000924",INDIAN CREEK CORRECTIONAL CENTER,801 SANDERSON RD,CHESAPEAKE,VA,"23328","6481",(757) 421-0095,STATE,OPEN,"1000",CHESAPEAKE,"51550",USA,MEDIUM,-76.178079,36.614398,0.320000000000000,0.080000000000000,9654.000000000000000,"0","0","0",0.000000000000000,"0","0",5.845161281093476,"0",6.149999856948850,
"2312","10003125",RIVERVIEW CORRECTIONAL FACILITY,1110 TIBBITS DR,OGDENSBURG,NY,"13669","0158",(315) 393-8400,STATE,OPEN,"853",ST. LAWRENCE,"36089",USA,MEDIUM,-75.434315,44.716488,0.660000000000000,0.160000000000000,5175.000000000000000,"0","0","0",0.000000000000000,"0","0",5.152941114762250,"0",5.199999809265140,
"2313","10003170",WILLARD DRUG TREATMENT CAMPUS,7116 COUNTY ROUTE 132,WILLARD,NY,"14588","0303",(607) 869-5500,STATE,OPEN,"692",SENECA,"36099",USA,NOT AVAILABLE,-76.865440,42.679946,0.910000000000000,0.040000000000000,5947.000000000000000,"1","0","3",3.000000000000000,"1","1",5.719291332199818,"0",5.800000190734860,
"2315","10001592",LUNENBURG CORRECTIONAL CENTER,690 FALLS RD,VICTORIA,VA,"23974","-999",(434) 696-2045,STATE,OPEN,"975",LUNENBURG,"51111",USA,MEDIUM,-78.211505,37.015139,0.960000000000000,0.190000000000000,5316.000000000000000,"1","0","3",3.000000000000000,"1","0",6.237867658629138,"0",6.149999856948850,
"2318","10003320",MARION CORRECTIONAL TREATMENT CENTER,110 WRIGHT ST,MARION,VA,"24354","3145",(276) 783-7154,STATE,OPEN,"264",SMYTH,"51173",USA,MAXIMUM,-81.508871,36.829856,0.830000000000000,0.100000000000000,2779.000000000000000,"0","0","1",1.000000000000000,"0","0",6.380136992833386,"0",7.500000000000000,
"2320","10003333",PATRICK HENRY CORRECTIONAL UNIT #28,18155 A L PHILPOTT HWY,RIDGEWAY,VA,"24148","-999",(276) 957-2234,STATE,OPEN,"136",HENRY,"51089",USA,MINIMUM,-79.955219,36.622762,0.900000000000000,0.250000000000000,3426.000000000000000,"1","0","5",4.000000000000000,"1","0",6.166216167243752,"0",6.099999904632570,
"2321","10003278",MEDICAL COLLEGE OF VIRGINIA SECURITY WARD,401 N 12TH ST,RICHMOND,VA,"23219","-999",(804) 828-0804,STATE,OPEN,"15",RICHMOND (CITY),"51760",USA,NOT AVAILABLE,-77.430315,37.540437,0.490000000000000,0.370000000000000,2709.000000000000000,"0","0","0",0.000000000000000,"0","1",7.513316396163128,"0",7.500000000000000,
"2322","10001589",NOTTOWAY CORRECTIONAL CENTER,2892 SCHUTT RD,BURKEVILLE,VA,"23922","-999",(434) 767-5543,STATE,OPEN,"1432",NOTTOWAY,"51135",USA,MAXIMUM,-78.174756,37.183147,0.940000000000000,0.180000000000000,7510.000000000000000,"1","0","2",2.000000000000000,"1","0",6.217322841403992,"0",6.199999809265140,
"2323","10005834",POCAHONTAS STATE CORRECTIONAL CENTER,317 OLD MOUNTAIN ROAD,POCAHONTAS,VA,"24635","0518",(276) 945-9173,STATE,OPEN,"1026",TAZEWELL,"51185",USA,MEDIUM,-81.365434,37.297191,0.880000000000000,0.130000000000000,3081.000000000000000,"0","0","0",0.000000000000000,"0","1",6.392500007152558,"0",6.500000000000000,
"2324","10001581",POWHATAN RECEPTION CENTER,3600 WOODS WAY,STATE FARM,VA,"23160","-999",(804) 598-4251,STATE,OPEN,"326",POWHATAN,"51145",USA,MAXIMUM,-77.834282,37.627694,0.380000000000000,0.200000000000000,2933.000000000000000,"0","0","0",0.000000000000000,"0","0",6.240000002724784,"0",6.300000190734860,
"2326","10006218",RIVER NORTH CORRECTIONAL CENTER,329 DELL BROOK LANE,INDEPENDENCE,VA,"24348","-999",(276) 773-2518,STATE,OPEN,"897",GRAYSON,"51077",USA,MEDIUM,-81.126828,36.615174,0.930000000000000,0.110000000000000,3954.000000000000000,"1","0","6",5.000000000000000,"1","0",6.265000009536744,"0",6.599999904632570,
"2328","10003289",RUSTBURG CORRECTIONAL UNIT #9,479 CAMP NINE RD,RUSTBURG,VA,"24588","-999",(434) 332-7354,STATE,OPEN,"149",CAMPBELL,"51031",USA,MINIMUM,-79.067833,37.267315,0.730000000000000,0.200000000000000,4883.000000000000000,"0","0","0",0.000000000000000,"0","0",6.011797757630938,"0",6.000000000000000,
"2329","10000925",ST. BRIDES CORRECTIONAL CENTER,701 SANDERSON RD,CHESAPEAKE,VA,"23328","6482",(757) 421-6600,STATE,OPEN,"1174",CHESAPEAKE,"51550",USA,MEDIUM,-76.182959,36.610482,0.320000000000000,0.080000000000000,9654.000000000000000,"0","0","0",0.000000000000000,"0","0",5.845161281093476,"0",5.950000047683720,
"2331","10001593",SUSSEX I STATE PRISON,24414 MUSSELWHITE DR,WAVERLY,VA,"23891","1111",(804) 834-9967,STATE,OPEN,"1131",SUSSEX,"51183",USA,MAXIMUM,-77.198808,37.046310,,0.140000000000000,1010.000000000000000,"0","0","0",0.000000000000000,"0","0",6.250000000000000,"0",6.250000000000000,
"2333","10001594",SUSSEX II STATE PRISON,24427 MUSSELWHITE DR,WAVERLY,VA,"23891","2222",(804) 834-2678,STATE,OPEN,"1258",SUSSEX,"51183",USA,MAXIMUM,-77.205455,37.052082,,0.140000000000000,1010.000000000000000,"0","0","0",0.000000000000000,"0","0",6.250000000000000,"0",6.250000000000000,
"2334","10001591",WALLENS RIDGE STATE PRISON,272 DOGWOOD DR,BIG STONE GAP,VA,"24219","-999",(276) 523-3310,STATE,OPEN,"1062",WISE,"51195",USA,MAXIMUM,-82.786752,36.842101,0.630000000000000,0.160000000000000,6840.000000000000000,"0","0","2",2.000000000000000,"0","0",6.860000038146974,"0",6.699999809265140,
"2338","10003284",CHESTERFIELD WOMEN'S DETENTION AND DIVERSION CENTER,7000 COURTHOUSE RD,CHESTERFIELD,VA,"23832","-999",(804) 796-4242,STATE,OPEN,"84",CHESTERFIELD,"51041",USA,MINIMUM,-77.558529,37.401065,0.210000000000000,0.300000000000000,4848.000000000000000,"0","0","0",0.000000000000000,"0","0",6.643076926011306,"0",7.099999904632570,
"2341","10003256",COLD SPRINGS DETENTION AND DIVERSION CENTER,192 SPITLER CIRCLE,GREENVILLE,VA,"24440","-999",(540) 569-3702,STATE,OPEN,"112",AUGUSTA,"51015",USA,MINIMUM,-79.150115,37.991908,0.830000000000000,0.090000000000000,5260.000000000000000,"0","0","1",1.000000000000000,"0","0",6.125966866372040,"0",6.450000047683720,
"2342","10003247",HARRISONBURG DETENTION AND DIVERSION CENTER,6624 BEARD WOODS LANE,HARRISONBURG,VA,"22802","-999",(540) 833-2011,STATE,OPEN,"115",ROCKINGHAM,"51165",USA,MINIMUM,-78.816558,38.531866,0.380000000000000,0.120000000000000,4079.000000000000000,"0","0","0",0.000000000000000,"0","0",6.556122473308018,"0",6.300000190734860,
"2343","10003253",STAFFORD DETENTION AND DIVERSION CENTER,384 ESKIMO HILL RD,STAFFORD,VA,"22554","-999",(540) 659-2093,STATE,OPEN,"109",STAFFORD,"51179",USA,MINIMUM,-77.420343,38.380217,0.460000000000000,0.260000000000000,3258.000000000000000,"0","0","0",0.000000000000000,"0","0",5.999999986178634,"0",5.799999952316280,
"2345","10006672",APPALACHIAN DETENTION AND DIVERSION CENTER,924 CLIFTON FARM ROAD,HONAKER,VA,"24260","-999",(276) 889-7671,STATE,OPEN,"53",RUSSELL,"51167",USA,MINIMUM,-81.928831,36.997660,0.610000000000000,0.140000000000000,2919.000000000000000,"0","0","0",0.000000000000000,"0","1",6.430582537234408,"0",6.599999904632570,
"2347","10000565",KIT CARSON CORRECTIONAL FACILITY,49777 COUNTY ROAD V,BURLINGTON,CO,"80807","-999",(719) 346-9450,STATE,OPEN,"0",KIT CARSON,"08063",USA,MEDIUM,-102.244150,39.303206,0.900000000000000,0.020000000000000,4826.000000000000000,"1","0","0",0.000000000000000,"1","0",4.531719619916416,"0",4.900000095367430,
"2380","10000757",GROVELAND ANNEX,7000 SONYEA RD,SONYEA,NY,"14556","-999",(585) 658-2871,STATE,OPEN,"0",LIVINGSTON,"36051",USA,MINIMUM,-77.826073,42.676040,,0.060000000000000,1749.000000000000000,"0","0","0",0.000000000000000,"0","0",5.885714326586042,"0",5.900000095367430,
"2395","10002108",PAULDING PROBATION DETENTION CENTER,1295 N INDUSTRIAL BLVD,DALLAS,GA,"30132","-999",(478) 988-7024,STATE,OPEN,"150",PAULDING,"13223",USA,MINIMUM,-84.814666,33.949767,0.520000000000000,0.720000000000000,14821.000000000000000,"0","0","0",0.000000000000000,"0","0",8.440000002724783,"0",8.349999904632570,
"2399","10005201",TURNER,514 SOUTH RAILROAD AVE,SYCAMORE,GA,"31790","-999",(229) 567-4301,STATE,OPEN,"1",TURNER,"13287",USA,MEDIUM,-83.633984,31.662150,0.860000000000000,0.340000000000000,3183.000000000000000,"0","0","1",1.000000000000000,"0","0",7.499999996493846,"0",7.699999809265140,
"2400","10002142",WHEELER CORRECTIONAL FACILITY,195 NORTH BROAD STREET,ALAMO,GA,"30411","-999",(912) 568-1731,STATE,OPEN,"2636",WHEELER,"13309",USA,MEDIUM,-82.795008,32.150493,0.930000000000000,0.360000000000000,5383.000000000000000,"1","0","3",2.000000000000000,"1","0",7.172782870243084,"0",7.649999856948850,
"2409","10005378",FCI DANBURY CAMP,ROUTE 37,DANBURY,CT,"06811","-999",(203) 743-6471,FEDERAL,OPEN,"173",FAIRFIELD,"09001",USA,MINIMUM,-73.466515,41.438773,0.460000000000000,0.220000000000000,963.000000000000000,"0","0","0",0.000000000000000,"0","0",6.005310874958074,"0",6.099999904632570,
"2411","10001384",SPECIAL ALTERNATIVE INCARCERATION FACILITY,18901 WATERLOO RD,CHELSEA,MI,"48118","-999",(734) 475-1368,STATE,OPEN,"137",WASHTENAW,"26161",USA,MINIMUM,-84.075576,42.348839,0.350000000000000,0.470000000000000,2782.000000000000000,"0","0","0",0.000000000000000,"0","0",6.976136359301480,"0",7.250000000000000,
"2414","10002800",FCI LA TUNA CAMP,8500 DONIPHAN DR,ANTHONY,TX,"79821","-999",(915) 791-9000,FEDERAL,OPEN,"210",EL PASO,"48141",USA,MINIMUM,-106.590671,31.986209,0.630000000000000,0.180000000000000,4363.000000000000000,"0","0","2",2.000000000000000,"0","0",5.681818051771686,"0",5.649999856948850,
"2415","10002801",FSL LA TUNA (EL PASO),OLD IRONSIDES DRIVE BUILDING 11636,EL PASO,TX,"79906","-999",(915) 791-9000,FEDERAL,OPEN,"251",EL PASO,"48141",USA,MINIMUM,-106.354925,31.863055,0.150000000000000,0.120000000000000,6422.000000000000000,"0","0","0",0.000000000000000,"0","0",5.963510409789054,"0",6.900000095367430,
"2416","10002872",FDC HOUSTON,1200 TEXAS AVE,HOUSTON,TX,"77002","-999",(713) 221-5400,FEDERAL,OPEN,"808",HARRIS,"48201",USA,MAXIMUM,-95.360704,29.758264,0.020000000000000,0.900000000000000,6011.000000000000000,"0","1","0",0.000000000000000,"1","1",9.466666539510092,"1",9.500000000000000,both
"2417","10002860",FCI BEAUMONT LOW,5560 KNAUTH ROAD,BEAUMONT,TX,"77705","-999",(409) 727-8172,FEDERAL,OPEN,"2163",JEFFERSON,"48245",USA,MINIMUM,-94.074120,29.966300,,0.860000000000000,5132.000000000000000,"0","0","0",0.000000000000000,"0","0",7.699999928474426,"0",7.800000190734860,
"2418","10000269",THUMB CORRECTIONAL FACILITY,3225 JOHN CONLEY DR,LAPEER,MI,"48446","-999",(810) 667-2045,STATE,OPEN,"1106",LAPEER,"26087",USA,MEDIUM,-83.348372,43.035119,,0.440000000000000,1268.000000000000000,"0","0","1",1.000000000000000,"0","0",6.699999809265138,"0",6.699999809265140,
"2419","10000274",WOODLAND CENTER CORRECTIONAL FACILITY,9036 E. M-36,WHITMORE LAKE,MI,"48189","-999",(734) 449-3320,STATE,OPEN,"336",LIVINGSTON,"26093",USA,MAXIMUM,-83.772094,42.438442,0.270000000000000,0.610000000000000,2034.000000000000000,"0","0","0",0.000000000000000,"0","1",7.726086927496868,"0",7.750000000000000,
"2424","10002913",FCI THREE RIVERS,US HWY 72 W,THREE RIVERS,TX,"78071","-999",(361) 786-3576,FEDERAL,OPEN,"1020",LIVE OAK,"48297",USA,MEDIUM,-98.324784,28.444311,0.750000000000000,0.710000000000000,4613.000000000000000,"0","0","1",1.000000000000000,"0","1",7.141432467743362,"0",7.699999809265140,
"2425","10002914",FCI THREE RIVERS CAMP,US HWY 72 W,THREE RIVERS,TX,"78071","-999",(361) 786-3576,FEDERAL,OPEN,"244",LIVE OAK,"48297",USA,MINIMUM,-98.317930,28.444323,0.750000000000000,0.710000000000000,4613.000000000000000,"0","0","1",1.000000000000000,"0","1",7.141432467743362,"0",7.699999809265140,
"2426","10002701",FCI ESTILL CAMP,100 PRISON RD,ESTILL,SC,"29918","-999",(803) 625-4607,FEDERAL,OPEN,"242",HAMPTON,"45049",USA,MINIMUM,-81.251587,32.723436,0.950000000000000,0.300000000000000,6634.000000000000000,"1","0","6",5.000000000000000,"1","0",6.081516589033660,"0",6.250000000000000,
"2427","10003116",FDC PHILADELPHIA,700 ARCH ST,PHILADELPHIA,PA,"19106","-999",(215) 521-4000,FEDERAL,OPEN,"955",PHILADELPHIA,"42101",USA,MAXIMUM,-75.152031,39.952581,0.060000000000000,0.690000000000000,2543.000000000000000,"0","0","8",5.000000000000000,"0","1",8.167974396172941,"0",8.199999809265140,
"2428","10003075",FCI SCHUYLKILL,INTERSTATE 81 & 901 W,MINERSVILLE,PA,"17954","-999",(570) 544-7100,FEDERAL,OPEN,"947",SCHUYLKILL,"42107",USA,MEDIUM,-76.343895,40.732805,0.920000000000000,0.330000000000000,7143.000000000000000,"1","0","3",3.000000000000000,"1","1",7.112820503039238,"0",7.300000190734860,
"2433","10005949",NORTHWEST COMMUNITY CORRECTIONS CENTER,1740 E GYPSY LANE RD,BOWLING GREEN,OH,"43402","-999",(419) 354-7444,STATE,OPEN,"54",WOOD,"39173",USA,MINIMUM,-83.617849,41.353624,0.540000000000000,0.570000000000000,4409.000000000000000,"0","0","0",0.000000000000000,"0","0",7.670588223054448,"0",7.599999904632570,
"2438","10006979",ELGIN TREATMENT CENTER,750 SOUTH STATE STREET,ELGIN,IL,"60123","-999",(847) 608-3054,STATE,OPEN,"18",KANE,"17089",USA,MAXIMUM,-88.284486,42.021306,0.300000000000000,0.860000000000000,5565.000000000000000,"0","0","0",0.000000000000000,"0","0",8.785714149475098,"0",8.600000381469730,
"2443","10000092",NORTHEAST CORRECTIONAL COMPLEX WORK CAMP,1266 US ROUTE 5,ST. JOHNSBURY,VT,"05819","-999",(802) 748-8151,STATE,OPEN,"55",CALEDONIA,"50005",USA,MINIMUM,-72.028026,44.394831,0.950000000000000,0.020000000000000,3540.000000000000000,"1","0","2",2.000000000000000,"1","0",4.878181925686924,"0",5.000000000000000,
"2459","10003076",FCI SCHUYLKILL CAMP,INTERSTATE 81 & 901 W,MINERSVILLE,PA,"17954","-999",(570) 544-7100,FEDERAL,OPEN,"210",SCHUYLKILL,"42107",USA,MINIMUM,-76.349499,40.732013,0.920000000000000,0.330000000000000,7143.000000000000000,"1","0","3",3.000000000000000,"1","1",7.112820503039238,"0",7.200000047683720,
"2460","10003066",USP ALLENWOOD,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,"17810","-999",(570) 547-0963,FEDERAL,OPEN,"775",UNION,"42119",USA,MAXIMUM,-76.922898,41.133869,0.990000000000000,0.260000000000000,3457.000000000000000,"1","0","0",0.000000000000000,"1","0",6.985714299338206,"0",7.049999952316280,
"2468","10006992",WESTERN VIRGINIA REGIONAL JAIL,5885 W RIVER RD,SALEM,VA,"24153","-999",(540) 378-3700,STATE,OPEN,"883",ROANOKE,"51161",USA,MAXIMUM,-80.170436,37.250229,0.210000000000000,0.170000000000000,4197.000000000000000,"0","0","0",0.000000000000000,"0","0",6.320312492549420,"0",6.699999928474430,
"2485","10003383",STARK REGIONAL COMMUNITY CORRECTION CENTER,4433 LESH ST,LOUISVILLE,OH,"44641","-999",(330) 588-2500,STATE,OPEN,"-999",STARK,"39151",USA,MINIMUM,-81.309656,40.837031,0.590000000000000,0.670000000000000,6870.000000000000000,"0","0","0",0.000000000000000,"0","0",8.464705859913545,"0",8.449999809265140,
"2499","10000264",ALGER CORRECTIONAL FACILITY,N6141 INDUSTRIAL PARK DR,MUNISING,MI,"49862","-999",(906) 387-5000,STATE,OPEN,"886",ALGER,"26003",USA,MAXIMUM,-86.639617,46.378616,0.980000000000000,0.030000000000000,2967.000000000000000,"1","0","0",0.000000000000000,"1","0",4.009494938513245,"0",3.833333412806190,
"2502","10007015",ELMHURST HOSPITAL PRISON WARD,79-01 BROADWAY,QUEENS,NY,"11373","-999",(718) 334-2107,STATE,OPEN,"-999",QUEENS,"36081",USA,NOT AVAILABLE,-73.885530,40.745064,0.440000000000000,0.600000000000000,5353.000000000000000,"0","0","6",5.000000000000000,"0","1",7.336502046144920,"0",7.300000190734860,
"2508","10001364",BELLAMY CREEK CORRECTIONAL FACILITY,1727 W BLUEWATER HWY,IONIA,MI,"48846","-999",(616) 527-2510,STATE,OPEN,"1753",IONIA,"26067",USA,CLOSE,-85.104377,42.977871,,0.410000000000000,3172.000000000000000,"0","0","0",0.000000000000000,"0","0",6.400000095367432,"0",6.466666698455810,
