,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
1439,1440,10001560,MARYLAND CORRECTIONAL INSTITUTION - JESSUP,"P O BOX 549, HOUSE OF CORRECTION RD",JESSUP,MD,20794,-999,(410) 799-7610,STATE,OPEN,997.0,ANNE ARUNDEL,24003,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/locations/mcij.shtml,MEDIUM,1038.0,0.0119095031271,{758362D8-6723-43F9-B2E1-080396DC64B9},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011909503127145622,8.71643171999e-06,POINT (-76.77286274156776 39.141003028749935)
1440,1441,10001793,SCOTLAND CORRECTIONAL INSTITUTION,22385 MCGIRT'S BRIDGE RD,LAURINBURG,NC,28353,-999,(910) 844-3078,STATE,OPEN,1615.0,SCOTLAND,37165,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Scotland-Correctional-Institution,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Scotland-Correctional-Institution,CLOSE,1652.0,0.0171919762768,{B07819C3-EEB0-4566-88DB-837597708921},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.017191976276754836,1.08874365249e-05,POINT (-79.36494701355608 34.8119027713189)
1441,1442,10006582,SOUTHERN CORRECTIONAL INSTITUTION - MINIMUM CUSTODY UNIT,272 GLEN RD,TROY,NC,27371,-999,(910) 572-3784,STATE,OPEN,-999.0,MONTGOMERY,37123,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Southern-Correctional-Institution,2017-12-12 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Southern-Correctional-Institution,MINIMUM,200.0,0.00519282448959,{29D21825-7101-4746-9CAD-87C206B1B394},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005192824489592669,1.3294438589e-06,POINT (-79.8766971098446 35.38069095644555)
1442,1443,10004008,FCI FORT DIX CAMP,5756 HARTFORD & POINTVILE RD,FORT DIX,NJ,08640,-999,(609) 723-1100,FEDERAL,OPEN,270.0,BURLINGTON,34005,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/ftd/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.bop.gov/locations/,MINIMUM,334.0,0.00151623205171,{CB24588F-EA7C-473E-B758-7CB30ADE6DB0},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0015162320517126573,8.86898913554e-08,POINT (-74.61804127106947 40.0002068278667)
1444,1445,10000386,HAMILTON WORK CAMP,10650 SW 46TH ST,JASPER,FL,32052,1360,(386) 792-5990,STATE,OPEN,265.0,HAMILTON,12047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,MINIMUM,-999.0,0.00522521453841,{72140FBB-6775-442D-8076-28D9B3AB6A93},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005225214538411191,1.68621609269e-06,POINT (-82.95987900952836 30.506490328909027)
1445,1446,10006217,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,55 LAKE EDEN ROAD,BLACK MOUNTAIN,NC,28711,-999,(828) 259-6000,STATE,OPEN,360.0,BUNCOMBE,37021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Swannanoa-Correctional-Center-for-Women,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Swannanoa-Correctional-Center-for-Women,MINIMUM,366.0,0.0276161892856,{F41A28B1-681D-45BE-A5AF-C26844883803},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.027616189285621776,3.78529734808e-05,POINT (-82.37390015844547 35.610941965967626)
1447,1448,10001021,TYRRELL PRISON WORK FARM,620 SNELL RD,COLUMBIA,NC,27925,-999,(252) 796-1085,STATE,OPEN,639.0,TYRRELL,37177,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Tyrrell-Prison-Work-Farm,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Tyrrell-Prison-Work-Farm,MINIMUM,620.0,0.00936433519338,{31F76AEE-56FE-44F2-A92F-2174AB6C6FA9},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009364335193382721,4.00683641019e-06,POINT (-76.2279145501951 35.9576089666411)
1450,1451,10000502,DESOTO CORRECTIONAL INSTITUTION,13617 SE HWY 70,ARCADIA,FL,34266,-999,NOT AVAILABLE,STATE,OPEN,0.0,DESOTO,12027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/ci/564.html,2020-05-28 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/ci/index.html,CLOSE,-999.0,0.0120293009151,{CCBA4EE9-C3F4-40CD-AD3C-CDEFCD41068A},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012029300915097706,8.73804769899e-06,POINT (-81.67019308032701 27.207423270143895)
1453,1454,10003761,YUKON KUSKOKWIM CORRECTIONAL CENTER,1000 CHIEF EDDIE HOFFMAN HWY.,BETHEL,AK,99559,-999,(907) 543-5245,STATE,OPEN,170.0,BETHEL,02050,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.correct.state.ak.us/administrative-services/research-records, http://www.correct.state.ak.us/doc/corrections-staffing-report.pdf",2016-02-09 00:00:00+00:00,IMAGERY/OTHER,2019-11-06 00:00:00+00:00,http://www.correct.state.ak.us/institutions,CLOSE,232.0,0.00521845256271,{E5FDABFE-AA5F-4CD6-BEBA-C9CD67864CE8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005218452562706654,1.39734984276e-06,POINT (-161.7873474529292 60.786218002844194)
1454,1455,10001559,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,7943 BROCK BRIDGE RD,JESSUP,MD,20794,-999,(410) 379-3800,STATE,OPEN,777.0,ANNE ARUNDEL,24003,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/locations/mciw.shtml,MAXIMUM,800.0,0.0122042733898,{100C85CB-654E-4714-B425-7DDBCADED531},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012204273389843461,9.63829995636e-06,POINT (-76.77586633256706 39.13108573782074)
1456,1457,10004174,WAKE CORRECTIONAL CENTER,1000 ROCK QUARRY RD,RALEIGH,NC,27610,-999,(919) 733-7988,STATE,OPEN,407.0,WAKE,37183,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Wake-Correctional-Center,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Wake-Correctional-Center,MINIMUM,414.0,0.00610876470141,{75D8B7A8-19F8-4ED3-A25D-8F0C6BD1EB1C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.00610876470141134,1.6058208785e-06,POINT (-78.61752518064513 35.76529635757637)
1460,1461,10006201,FCI HAZELTON,1640 SKY VIEW DR.,BRUCETON MILLS,WV,26525,-999,(304) 379-1500,FEDERAL,OPEN,1337.0,PRESTON,54077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/haf/,2016-02-16 00:00:00+00:00,IMAGERY/OTHER,2020-03-03 00:00:00+00:00,https://www.bop.gov/locations/institutions/haf/,MEDIUM,1152.0,0.0182175252044,{BC287968-1314-4770-BCEE-2D7B087E2E86},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01821752520439902,2.05780444498e-05,POINT (-79.51460679265489 39.67052866036763)
1462,1463,10001546,MARYLAND CORRECTIONAL TRAINING CENTER,18800 ROXBURY RD,HAGERSTOWN,MD,21746,-999,(240) 420-1601,STATE,OPEN,2436.0,WASHINGTON,24043,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/locations/mctc.shtml,MEDIUM,2417.0,0.0205239359724,{63213AF5-AD82-415C-9DD4-8CFC6BF4A6FA},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.020523935972379642,2.24858359321e-05,POINT (-77.71487398445535 39.56483486363229)
1463,1464,10000918,"MD RECEPTION, DIAGNOSTIC AND CLASSIFICATION CENTER",550 E MADISON ST,BALTIMORE,MD,21202,-999,(410) 878-3500,STATE,OPEN,352.0,BALTIMORE (CITY),24510,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/locations/mrdcc.shtml,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://www.dpscs.maryland.gov/locations/prisons.shtml,MAXIMUM,700.0,0.00215537647378,{D5FD5345-352F-41E3-89EE-605D913F40AD},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0021553764737778742,2.27919272426e-07,POINT (-76.60710751983817 39.2992688952066)
1464,1465,10001745,CI RIVERS,145 PARKER'S FISHERY RD,WINTON,NC,27986,-999,(252) 358-5200,FEDERAL,OPEN,1217.0,HERTFORD,37091,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, https://www.geogroup.com/Locations",2017-10-05 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.geogroup.com/Locations#us-corrections,NOT AVAILABLE,1450.0,0.0122530551237,{0D586AB0-5DBC-4539-892F-A1AD7A0E4B0E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012253055123672784,9.93034563782e-06,POINT (-76.9596691455842 36.40526967434372)
1470,1471,10002600,MILWAUKEE WOMEN'S CORRECTIONAL CENTER,615 W KEEFE AVE,MILWAUKEE,WI,53212,-999,(414) 267-6101,STATE,OPEN,106.0,MILWAUKEE,55079,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.wi.gov/DataResearch/WeeklyPopulationReports/02212020.pdf,2018-01-12 00:00:00+00:00,IMAGERY/OTHER,2020-03-02 00:00:00+00:00,https://doc.wi.gov/Pages/OffenderInformation/AdultInstitutions/MilwaukeeWomensCorrectionalCenter.aspx,MINIMUM,42.0,0.0043022426879,{D5F44F68-02FC-4B0B-AC3B-933ECC4087C6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004302242687895212,6.81260722343e-07,POINT (-87.91913607977439 43.0810657435887)
1471,1472,10002560,SANGER B. POWERS CORRECTIONAL CENTER,N8375 COUNTY LINE RD,ONEIDA,WI,54155,9300,(920) 869-1095,STATE,OPEN,119.0,OUTAGAMIE,55087,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.wi.gov/Pages/DataResearch/DataAndReports.aspx,2018-01-12 00:00:00+00:00,IMAGERY/OTHER,2020-03-02 00:00:00+00:00,https://doc.wi.gov/Pages/OffenderInformation/AdultInstitutions/SangerBPowersCorrectionalCenter.aspx,MINIMUM,60.0,0.0033237767124,{270E8814-5D30-45B2-8CEE-B750C30BD2C7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.003323776712398372,3.91284661573e-07,POINT (-88.19186220051807 44.54072088144779)
1473,1474,10001543,NORTH BRANCH CORRECTIONAL INSTITUTION,14100 MCMULLEN HWY SW,CUMBERLAND,MD,21502,-999,(301) 729-7400,STATE,OPEN,1252.0,ALLEGANY,24001,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/locations/nbci.shtml,MAXIMUM,1400.0,0.0170223564867,{1F16A0CA-D26E-4C66-9051-39277194078D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0170223564866533,1.38381460208e-05,POINT (-78.81802383085456 39.60247302855319)
1475,1476,10004153,WILKES CORRECTIONAL CENTER,404 STATESVILLE RD,NORTH WILKESBORO,NC,28659,-999,(336) 667-4533,STATE,OPEN,266.0,WILKES,37193,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Wilkes-Correctional-Center,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Wilkes-Correctional-Center,MINIMUM,268.0,0.00463813982198,{563CF33C-EDED-48F1-B746-FF934AE36C2B},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004638139821979451,1.02441524538e-06,POINT (-81.13207419701045 36.16455615800414)
1477,1478,10004040,POPLAR HILL PRE-RELEASE UNIT,24090 NANTICOKE RD,QUANTICO,MD,21856,-999,(410) 845-4580,STATE,OPEN,194.0,WICOMICO,24045,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/rehabservs/doc/work.shtml,MINIMUM,192.0,0.00490769721926,{278FE3B1-6200-428C-97BA-352D29E78A2F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004907697219255628,3.49973916151e-07,POINT (-75.78043284402196 38.361682670873044)
1481,1482,10001151,CROSSROADS CORRECTIONAL CENTER,50 CROSSROADS DR,SHELBY,MT,59474,-999,(406) 434-7055,MULTI,OPEN,604.0,TOOLE,30101,USA,922140,CORRECTIONAL INSTITUTIONS,https://cor.mt.gov/FamilyFriends/VisitingCrossroads,2017-10-12 00:00:00+00:00,IMAGERY/OTHER,2020-01-31 00:00:00+00:00,https://cor.mt.gov/FamilyFriends/VisitingCrossroads,MAXIMUM,664.0,0.0121096553095,{532BEA5C-279A-4696-83C5-915FE4F775F5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012109655309474124,9.45264863865e-06,POINT (-111.89453087956139 48.50205635854141)
1488,1489,10001567,SOUTHERN MARYLAND PRE-RELEASE UNIT,14320 OAKS RD,CHARLOTTE HALL,MD,20622,-999,(301) 274-4701,STATE,OPEN,171.0,CHARLES,24017,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://dpscs.maryland.gov/locations/smpru.shtml,MINIMUM,165.0,0.00506430560532,{4EC11199-8550-4576-B208-3F500E3CC74C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005064305605319757,5.32899057412e-07,POINT (-76.81308477990572 38.50651425796485)
1489,1490,10001542,WESTERN CORRECTIONAL INSTITUTION,13800 MCMULLEN HWY SW,CUMBERLAND,MD,21502,-999,(301) 729-7000,STATE,OPEN,1606.0,ALLEGANY,24001,USA,922140,CORRECTIONAL INSTITUTIONS,http://dpscs.maryland.gov/publicinfo/publications/annuals.shtml#doc,2016-06-30 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,http://www.dpscs.maryland.gov/locations/wci.shtml,MAXIMUM,1630.0,0.0184885024451,{9520AAF1-BFFB-47A0-8FB8-0B814494AE87},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01848850244510617,1.63082556964e-05,POINT (-78.81541984990075 39.60675169779059)
1501,1502,10001231,FAIRBANKS CORRECTIONAL CENTER,1931 EAGAN AVENUE,FAIRBANKS,AK,99701,-999,(907) 458-6700,STATE,OPEN,230.0,FAIRBANKS NORTH STAR,02090,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.correct.state.ak.us/administrative-services/research-records, http://www.correct.state.ak.us/doc/corrections-staffing-report.pdf",2016-02-09 00:00:00+00:00,IMAGERY/OTHER,2019-11-06 00:00:00+00:00,http://www.correct.state.ak.us/institutions,CLOSE,258.0,0.0114507845704,{761EC404-8EBB-43C6-A8F2-478A781FD71F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011450784570420034,4.05191485612e-06,POINT (-147.75857565977032 64.83306443503002)
1505,1506,10000533,HOLLYWOOD WORK RELEASE CENTER,8501 W CYPRESS DR,PEMBROKE PINES,FL,33025,4542,(954) 985-4720,STATE,OPEN,156.0,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/org/facilitydir.html,MINIMUM,108.0,0.00516556574869,{ADE9A954-CFD2-4E00-AE48-FCEF9995DE48},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005165565748687798,1.66334701232e-06,POINT (-80.25660669094783 26.003976255462607)
1506,1507,10000519,ATLANTIC COMMUNITY RELEASE CENTER,263 FAIRGROUNDS RD,WEST PALM BEACH,FL,33411,3639,(561) 791-4187,STATE,OPEN,44.0,PALM BEACH,12099,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/pop/,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2019-12-12 00:00:00+00:00,http://www.dc.state.fl.us/ci/index.html,MINIMUM,-999.0,0.00201147282779,{1A6B7F1D-EB4C-4B1A-AC92-6CC62BE00E9E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0020114728277852018,2.19537788962e-07,POINT (-80.19289841798421 26.68280610412004)
1508,1509,10002904,KARNES COUNTY CORRECTIONAL CENTER,810 COMMERCE ST,KARNES CITY,TX,78118,-999,(830) 780-3525,MULTI,OPEN,-999.0,KARNES,48255,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017-10-16 00:00:00+00:00,IMAGERY/OTHER,2020-02-21 00:00:00+00:00,https://www.geogroup.com/Locations,MAXIMUM,679.0,0.0047841618314,{DE87B812-A140-4291-8DAB-D56AEF367456},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004784161831395189,1.34718424326e-06,POINT (-97.91185035508887 28.883498917429375)
1509,1510,10002851,VAL VERDE CORRECTIONAL FACILITY,253 FM 2523 HAMILTON LANE,DEL RIO,TX,78840,-999,(830) 778-0096,MULTI,OPEN,116.0,VAL VERDE,48465,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,2017-10-16 00:00:00+00:00,IMAGERY/OTHER,2020-03-04 00:00:00+00:00,https://www.geogroup.com/Locations,MEDIUM,1407.0,0.0097326882997,{4C5D88CB-181A-43EE-B0C0-0000E2A923D9},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009732688299698766,4.54683254243e-06,POINT (-100.84774996260094 29.372852334965845)
1525,1526,10006348,BURKE CRV CENTER,5161 WESTERN AVE,MORGANTON,NC,28655,-999,(828) 433-4036,STATE,OPEN,155.0,BURKE,37023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/adult-corrections/community-corrections/confinement-in-response-to-violation-crv,2017-10-31 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/adult-corrections/community-corrections/confinement-in-response-to-violation-crv,MINIMUM,248.0,0.00542245918221,{AB37642F-3DFC-4C68-A4BE-4004D720CA02},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.005422459182212266,1.8044199419e-06,POINT (-81.68042089529108 35.6772600452187)
1526,1527,10000060,NORTH CENTRAL UNIT,10 PRISON CIRCLE,CALICO ROCK,AR,72519,-999,(870) 297-4311,STATE,OPEN,811.0,IZARD,05065,USA,922140,CORRECTIONAL INSTITUTIONS,"http://adc.arkansas.gov/reports-and-forms, http://adc.arkansas.gov/facilities",2017-08-31 00:00:00+00:00,IMAGERY/OTHER,2019-11-11 00:00:00+00:00,http://adc.arkansas.gov/facilities,MEDIUM,800.0,0.0109523218434,{B961E0E5-77C2-4B90-8704-6C863EEEC782},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010952321843449372,7.47666438515e-06,POINT (-92.1521214877573 36.16371689687522)
1529,1530,10004181,MARION MINIMUM SECURITY UNIT,4019 STATE HWY 226 S,MARION,NC,28752,-999,(828) 659-7810,STATE,OPEN,-999.0,MCDOWELL,37111,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,2017-12-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities,MINIMUM,116.0,0.00759372383001,{9F6E9852-88EC-4D1A-A017-0818D841DE37},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0075937238300115995,1.62550114798e-06,POINT (-81.95360784703841 35.65213957414262)
1530,1531,10001751,CALEDONIA CORRECTIONAL INSTITUTION - MINIMUM,"1984 CALEDONIA DR, STATE RD 1141",TILLERY,NC,27882,-999,(252) 826-5621,STATE,OPEN,-999.0,HALIFAX,37083,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Caledonia-Correctional-Institution,2017-12-13 00:00:00+00:00,IMAGERY/OTHER,2020-02-13 00:00:00+00:00,https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Caledonia-Correctional-Institution,MINIMUM,1038.0,0.0113141377218,{EF5CF60F-D4B4-4D3F-B53A-30F44BE8C3B7},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011314137721846751,5.91074035909e-06,POINT (-77.46333199208745 36.290525154451295)
1532,1533,10001555,VOLUNTEERS OF AMERICA-CHESAPEAKE RESIDENTIAL RE-ENTRY CENTER,5000 EAST MONUMENT ST,BALTIMORE,MD,21205,-999,(410) 276-5880,STATE,OPEN,-999.0,BALTIMORE (CITY),24510,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.voachesapeake.org/rrc,2017-12-05 00:00:00+00:00,IMAGERY/OTHER,2019-12-16 00:00:00+00:00,https://www.voachesapeake.org/,MINIMUM,148.0,0.00282597045584,{5196AE9D-C10F-4371-A9A8-4683CA37DD89},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0028259704558447098,4.98524440798e-07,POINT (-76.5555481390506 39.30048054676646)
1534,1535,10000219,T DON HUTTO RESIDENTIAL CENTER,1001 WELCH ST,TAYLOR,TX,76574,-999,(512) 218-2400,FEDERAL,OPEN,461.0,WILLIAMSON,48491,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cca.com/locations, https://www.ice.gov/detention-facility/t-don-hutto-residential-center",2017-10-11 00:00:00+00:00,IMAGERY/OTHER,2020-03-04 00:00:00+00:00,http://www.cca.com/locations,MINIMUM,512.0,0.00947060518188,{8A4706FE-C526-4035-98DB-3D9CB6F22560},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009470605181875001,5.60625186867e-06,POINT (-97.41974496357223 30.564758404553487)
1537,1538,10002885,VANCE UNIT,2 JESTER RD,RICHMOND,TX,77406,-999,(281) 277-3030,STATE,OPEN,329.0,FORT BEND,48157,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.texastribune.org/library/data/texas-prisons/units/, http://www.tdcj.state.tx.us/unit_directory/index.html",2016-09-15 00:00:00+00:00,IMAGERY/OTHER,2020-03-04 00:00:00+00:00,http://www.tdcj.state.tx.us/unit_directory/index.html,MEDIUM,378.0,0.00684412526088,{007F085F-BD1A-4821-BD8E-D202D1C0E953},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.006844125260875597,2.24351070374e-06,POINT (-95.69269771490669 29.621192495195153)
1546,1547,10004017,SOUTHERN STATE CORRECTIONAL FACILITY,4295 N DELSEA DR,DELMONT,NJ,08314,-999,(856) 785-1300,STATE,OPEN,1689.0,CUMBERLAND,34011,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/pages/offender_stats.html, http://www.state.nj.us/treasury/omb/publications/12budget/pdf/26.pdf",2020-02-04 00:00:00+00:00,IMAGERY/OTHER,2020-02-04 00:00:00+00:00,https://www.state.nj.us/corrections/pages/index.shtml,MEDIUM,1352.0,0.0321434767227,{C95A74FA-5280-4471-B108-7032596BAB55},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.03214347672273658,2.73649398637e-05,POINT (-74.95441994960791 39.23464849352567)
